Loading weights:   0%|          | 0/398 [00:00<?, ?it/s]Loading weights: 100%|██████████| 398/398 [00:00<00:00, 8758.08it/s]
[ours] loaded 324 steer tensors; prefix_write=True; cfg=PrefixSteerConfig(num_prefix_tokens=64, sliding_window_size=256, mem_num_heads=8, mem_head_dim=64, steer_mode='deltamem', normal_attends_prefix=True, prefix_sees_query=True, prefix_init_std=0.7, prefix_init_dist='normal', prefix_write=True, read_prefix_only=False, memory_mode='dynamic', write_ctx_only=True, prefix_write_layout='global', prefix_write_overlap_tokens=0, pool_reads=True, pool_gate=False, pool_gate_input='rm', pool_gate_max=2.0, pool_gate_bias=0.0, steer_layers=(), prefix_layers=(), steer_gain=0.1, share_qkv=False, memory_value_source='trainable', delta_heads='qkvo', delta_rank=0, read_proj_dim=0, output_fusion='fixed', o_fusion_position='pre_o', output_fusion_eps=1e-06, output_fusion_scale_max=10.0, fusion_lambda_init=0.1, fusion_lambda_max=1.0, fusion_ema_momentum=0.99, history_pool_mode='none', hybrid_read_mode='none', hybrid_prefix_gate_mode='fixed', hybrid_prefix_gate_init=0.1)
Using the latest cached version of the dataset since hotpotqa/hotpot_qa couldn't be found on the Hugging Face Hub (offline mode is enabled).
Found the latest cached dataset configuration 'distractor' at /home/mingze/.cache/huggingface/datasets/hotpotqa___hotpot_qa/distractor/0.0.0/1908d6afbbead072334abe2965f91bd2709910ab (last modified on Wed Aug 12 07:46:01 2026).
[shard 0] 3703 examples
[shard 0] 2400/3703 baseF1=0.566 oursF1=0.669 (30.5m)
[shard 0] 2420/3703 baseF1=0.565 oursF1=0.668 (30.8m)
[shard 0] 2440/3703 baseF1=0.563 oursF1=0.667 (31.0m)
[shard 0] 2460/3703 baseF1=0.563 oursF1=0.667 (31.3m)
[shard 0] 2480/3703 baseF1=0.563 oursF1=0.667 (31.5m)
[shard 0] 2500/3703 baseF1=0.562 oursF1=0.667 (31.9m)
[shard 0] 2520/3703 baseF1=0.562 oursF1=0.667 (32.1m)
[shard 0] 2540/3703 baseF1=0.563 oursF1=0.667 (32.4m)
[shard 0] 2560/3703 baseF1=0.563 oursF1=0.667 (32.6m)
[shard 0] 2580/3703 baseF1=0.562 oursF1=0.668 (32.9m)
[shard 0] 2600/3703 baseF1=0.562 oursF1=0.668 (33.1m)
[shard 0] 2620/3703 baseF1=0.562 oursF1=0.668 (33.3m)
[shard 0] 2640/3703 baseF1=0.563 oursF1=0.669 (33.5m)
[shard 0] 2660/3703 baseF1=0.563 oursF1=0.669 (33.7m)
[shard 0] 2680/3703 baseF1=0.563 oursF1=0.669 (33.9m)
[shard 0] 2700/3703 baseF1=0.564 oursF1=0.669 (34.2m)
[shard 0] 2720/3703 baseF1=0.563 oursF1=0.669 (34.5m)
[shard 0] 2740/3703 baseF1=0.563 oursF1=0.670 (34.7m)
[shard 0] 2760/3703 baseF1=0.564 oursF1=0.669 (35.0m)
[shard 0] 2780/3703 baseF1=0.564 oursF1=0.669 (35.2m)
[shard 0] 2800/3703 baseF1=0.566 oursF1=0.670 (35.5m)
[shard 0] 2820/3703 baseF1=0.566 oursF1=0.671 (35.7m)
[shard 0] 2840/3703 baseF1=0.566 oursF1=0.670 (36.0m)
[shard 0] 2860/3703 baseF1=0.567 oursF1=0.670 (36.2m)
[shard 0] 2880/3703 baseF1=0.567 oursF1=0.671 (36.5m)
[shard 0] 2900/3703 baseF1=0.568 oursF1=0.671 (36.7m)
[shard 0] 2920/3703 baseF1=0.567 oursF1=0.670 (36.9m)
[shard 0] 2940/3703 baseF1=0.568 oursF1=0.671 (37.1m)
[shard 0] 2960/3703 baseF1=0.569 oursF1=0.671 (37.3m)
[shard 0] 2980/3703 baseF1=0.569 oursF1=0.671 (37.6m)
[shard 0] 3000/3703 baseF1=0.569 oursF1=0.670 (37.8m)
[shard 0] 3020/3703 baseF1=0.569 oursF1=0.670 (38.1m)
[shard 0] 3040/3703 baseF1=0.568 oursF1=0.671 (38.3m)
[shard 0] 3060/3703 baseF1=0.568 oursF1=0.671 (38.6m)
[shard 0] 3080/3703 baseF1=0.569 oursF1=0.671 (38.8m)
[shard 0] 3100/3703 baseF1=0.569 oursF1=0.671 (39.0m)
[shard 0] 3120/3703 baseF1=0.570 oursF1=0.671 (39.3m)
[shard 0] 3140/3703 baseF1=0.570 oursF1=0.671 (39.5m)
[shard 0] 3160/3703 baseF1=0.570 oursF1=0.671 (39.9m)
[shard 0] 3180/3703 baseF1=0.570 oursF1=0.670 (40.1m)
[shard 0] 3200/3703 baseF1=0.569 oursF1=0.669 (40.3m)
[shard 0] 3220/3703 baseF1=0.568 oursF1=0.668 (40.6m)
[shard 0] 3240/3703 baseF1=0.569 oursF1=0.669 (40.8m)
[shard 0] 3260/3703 baseF1=0.568 oursF1=0.670 (41.1m)
[shard 0] 3280/3703 baseF1=0.568 oursF1=0.669 (41.3m)
[shard 0] 3300/3703 baseF1=0.568 oursF1=0.669 (41.5m)
[shard 0] 3320/3703 baseF1=0.567 oursF1=0.670 (41.8m)
[shard 0] 3340/3703 baseF1=0.568 oursF1=0.670 (42.2m)
[shard 0] 3360/3703 baseF1=0.567 oursF1=0.670 (42.5m)
[shard 0] 3380/3703 baseF1=0.567 oursF1=0.670 (42.8m)
[shard 0] 3400/3703 baseF1=0.567 oursF1=0.670 (43.0m)
[shard 0] 3420/3703 baseF1=0.567 oursF1=0.670 (43.3m)
[shard 0] 3440/3703 baseF1=0.568 oursF1=0.670 (43.5m)
[shard 0] 3460/3703 baseF1=0.568 oursF1=0.670 (43.8m)
[shard 0] 3480/3703 baseF1=0.568 oursF1=0.670 (44.1m)
[shard 0] 3500/3703 baseF1=0.567 oursF1=0.670 (44.4m)
[shard 0] 3520/3703 baseF1=0.566 oursF1=0.670 (44.7m)
[shard 0] 3540/3703 baseF1=0.566 oursF1=0.670 (44.9m)
[shard 0] 3560/3703 baseF1=0.565 oursF1=0.670 (45.1m)
[shard 0] 3580/3703 baseF1=0.566 oursF1=0.672 (45.4m)
[shard 0] 3600/3703 baseF1=0.566 oursF1=0.671 (45.6m)
[shard 0] 3620/3703 baseF1=0.565 oursF1=0.670 (45.8m)
[shard 0] 3640/3703 baseF1=0.566 oursF1=0.670 (46.0m)
[shard 0] 3660/3703 baseF1=0.566 oursF1=0.671 (46.3m)
[shard 0] 3680/3703 baseF1=0.567 oursF1=0.671 (46.6m)
[shard 0] 3700/3703 baseF1=0.566 oursF1=0.670 (46.9m)
[shard 0] DONE base: F1=0.5661 EM=0.4280 ours: F1=0.6707 EM=0.5312
